WORD	WORD COUNT		LEMMA	LEMMA COUNT
refuge	4		palm	3
differently	4		anxiously	3
acknowledge	4		accuse	3
smile	4		accuser	3
sitting	4		bitter	3
judgmental	4		persevere	3
friendly	4		unexpectedly	3
fruits	4		generously	3
forgiving	4		enlarge	3
worried	4		abortion	3
apostles	4		stark	3
testament	4		interview	3
amidst	4		guilt	3
languages	4		labor	3
backgrounds	4		remains	3
40	4		private	3
anticipate	4		summer	3
fulfilling	4		happily	3
pattern	4		delivery	3
responsible	4		risk	3
shape	4		breath	3
weary	4		September	3
encircled	4		Mutombo	3
outward	4		site	3
greeted	4		epistle	3
smiled	4		Ephesians	3
remembering	4		permit	3
ran	4		wake	3
Neal	4		6:00	3
Maxwell	4		lovingly	3
motivation	4		2017	3
lonely	4		province	3
fathers	4		Kananga	3
baptisms	4		range	3
offering	4		courageously	3
baptismal	4		ascend	3
concerned	4		lade	3
oppose	4		light.	3
proposals	4		encompass	3
Dale	4		2,000	3
Jones	4		highlight	3
Authority	4		isolation	3
Again	4		Jesus.	3
Bruce	4		Gospel.	3
funds	4		gracious	3
policies	4		trespass	3
procedures	4		claim	3
Based	4		skill	3
material	4		perceive	3
administered	4		unusual	3
majestic	4		coordinate	3
afraid.	4		oversee	3
nevertheless	4		structure	3
theory	4		practical	3
weep	4		tongan	3
instruments	4		35	3
spite	4		maximum	3
declaring	4		urgent	3
generally	4		sublime	3
practice	4		nearby	3
congregation	4		west	3
repeatedly	4		dangerous	3
enmity	4		patriarchal	3
forms	4		either	3
expect	4		entirely	3
Gordon	4		giant	3
unworthy	4		Nephite	3
total	4		messiah	3
loyalty	4		Abinadi	3
bearing	4		ed	3
womb	4		destroy	3
gold	4		underestimate	3
none	4		32	3
Nazareth	4		hearken	3
Acts	4		playe	3
assisted	4		pile	3
consistent	4		massive	3
accompanied	4		indication	3
Bill	4		pivotal	3
prayerful	4		operate	3
teenage	4		relieve	3
altered	4		confirme	3
imperfect	4		chief	3
dream	4		afraid	3
genocide	4		university	3
likewise	4		prideful	3
advantages	4		broadcasts.ChurchofJesusChrist.org	3
come.	4		educational	3
treated	4		system	3
Merla	4		elderly	3
overwhelming	4		distance	3
underlying	4		exclusively	3
yours	4		correction	3
records	4		distinguish	3
boldly	4		elect	3
insist	4		prayerfully	3
condemn	4		confer	3
stones	4		Saturday	3
dignity	4		feature	3
reflection	4		literal	3
healthy	4		frustration	3
consecrated	4		reunion	3
Republic	4		sinless	3
Congo	4		blemish	3
beat	4		marvel	3
addressed	4		creation	3
desirable	4		heartache	3
couples	4		male	3
servant	4		female	3
desperately	4		peril	3
administer	4		heaven.	3
triumph	4		business	3
200	4		expand	3
traditions	4		commotion	3
village	4		iniquity	3
rooted	4		nail	3
dinner	4		drink	3
nights	4		furthermore	3
ears	4		presence.	3
washed	4		bondage	3
2016	4		surrender	3
terrible	4		Brazil	3
tragedy	4		penetrate	3
traditional	4		golden	3
spread	4		ointment	3
hid	4		grasp	3
Mulumba	4		alive	3
Ward	4		humankind	3
remained	4		darken	3
rose	4		sincerity	3
adds	4		worldly	3
origin	4		joy.	3
enhanced	4		unspeakable	3
cultural	4		instantly	3
bestowed	4		green	3
Millennium	4		Hamilton	3
deacons	4		thereafter	3
km	4		kneel	3
highly	4		whisperings	3
souls.	4		Interestingly	3
Women	4		exhort	3
doctrinal	4		it.	3
priests	4		Hasler	3
implications	4		smell	3
Bishops	4		solely	3
Tonga	4		Helaman	3
crowd	4		giver	3
strict	4		compel	3
adjustments	4		loveth	3
apart	4		suffereth	3
depth	4		solution	3
noble	4		norm	3
exceedingly	4		recover	3
shed	4		Fiji	3
Looking	4		abound	3
weaken	4		whirlwind	3
persecution	4		gulf	3
operation	4		necessarily	3
sea	4		delighteth	3
boat	4		sinner	3
sink	4		Thankfully	3
acceptance	4		unbelief	3
cherished	4		climb	3
devotional	4		fabric	3
Whether	4		seeketh	3
magnifying	4		Tahiti	3
ordained	4		unparalleled	3
City	4		professor	3
aloud	4		public	3
measures	4		accountable	3
hoping	4		ruler	3
store	4		provision	3
lifetime	4		abolish	3
central	4		sovereign	3
abroad	4		constitutional	3
scriptural	4		democratic	3
acquire	4		legislative	3
prepares	4		executive	3
incomprehensible	4		check	3
proud	4		host	3
begotten	4		speech	3
motivated	4		democracy	3
followeth	4		proper	3
lights	4		function	3
sermon	4		reduce	3
sicknesses	4		lofty	3
bowels	4		preference	3
initially	4		leper	3
plans	4		deaf	3
Ye	4		destination	3
partner	4		decree	3
soul.	4		reverse	3
worthily	4		secure	3
afflicted	4		backward	3
healed.	4		illuminate	3
cup	4		faint	3
sincerely	4		beckon	3
weakness	4		convince	3
depart	4		sunshine	3
condition	4		setback	3
expressions	4		ranger	3
witnessing	4		horse	3
empty	4		refuse	3
happens	4		unforced	3
knock	4		addiction	3
forever.	4		J	3
grave	4		mirror	3
altar	4		proceeds	3
prize	4		commandments.	3
strait	4		wholeheartedly	3
prison	4		consideration	3
particularly	4		remembrance	3
sadness	4		theirs	3
holier	4		unforgettable	3
precedence	4		Taylor	3
doth	4		preserve	3
navigate	4		multitude	3
regularly	4		frequently	3
withstand	4		cut	3
topic	4		imprison	3
showing	4		helm	3
powerfully	4		wave	3
describes	4		balance	3
Suddenly	4		foundational	3
earthquakes	4		cape	3
floods	4		Colombia	3
shining	4		largely	3
pages	4		content	3
island	4		precisely	3
Almighty	4		effectively	3
Israel.	4		soccer	3
Speaking	4		thrill	3
chapter	4		round	3
Both	4		hither	3
devil	4		bow	3
intimately	4		repentant	3
influences	4		Capernaum	3
resolved	4		incorporate	3
pursuit	4		unlike	3
suppose	4		profoundly	3
applies	4		strange	3
surface	4		unconditional	3
possibly	4		philosophy	3
branches	4		aspiration	3
sources	4		formula	3
Members	4		Lopez	3
adopted	4		glorify	3
party	4		participation	3
protection	4		spirituality	3
explains	4		unselfish	3
unprecedented	4		hungry	3
separation	4		tithe	3
century	4		Davies	3
familiar	4		Kevin	3
liberty	4		objective	3
defend	4		waste	3
opposing	4		bond	3
stands	4		persistence	3
proclaimed	4		lunch	3
sights	4		thereof	3
wrought	4		impression	3
Goshen	4		covering	3
spake	4		outpour	3
equipment	4		factor	3
rarely	4		lessen	3
reign	4		desert	3
earnest	4		seventh	3
Neither	4		Elisha	3
abide	4		hunger	3
things.	4		Consequently	3
largest	4		lover	3
self	4		Lazarus	3
day.	4		happening﻿—in	3
immersion	4		possession	3
shine	4		broke	3
shows	4		beautifully	3
safely	4		roof	3
conduct	4		bulb	3
agree	4		Wilson	3
tied	4		Ukraine	3
raise	4		shore	3
object	4		Lovest	3
brightly	4		cookie	3
recall	4		sew	3
Nauvoo	4		statistic	3
remarked	4		glimpse	3
guideline	4		Europe	3
testifies	4		shopkeeper	3
statement	4		diagnose	3
distract	4		Nielson	3
rules	4		leg	3
become.	4		5,000	3
gradually	4		leftover	3
phase	4		Goliath	3
deceased	4		creature	3
numbers	4		deviate	3
construction	4		tank	3
praise	4		incremental	3
Tabernacle	4		c	3
Choir	4		8:11	3
happier	4		Liberia	3
O	4		George	3
weapons	4		exemplar	3
nice	4		participant	3
Bring	4		quest	3
approached	4		plot	3
demonstrates	4		destruction	3
acted	4		contend	3
compassionately	4		angry	3
observance	4		disagree	3
essence	4		finnish	3
redemption	4		eastern	3
opposite	4		thereby	3
professional	4		imperative	3
math	4		canst	3
points	4		Canfields	3
students	4		happening—or	3
pioneers	4		Olympic	3
Leonor	4		aggregate	3
Americas	4		attach	3
threaten	4		hood	3
supplies	4		negotiable.	3
pay	4		website	3
Luis	4		Pifao	3
Scott	4		dramatically	2
Kirtland	4		huge	2
idea	4		worker	2
spouse	4		dig	2
honored	4		birthday	2
keeps	4		chaos	2
Jordan	4		terrify	2
choosing	4		strain	2
revelations	4		consume	2
zone	4		shame	2
plain	4		bitterness	2
Living	4		hatred	2
strife	4		transcend	2
prays	4		politics	2
seminary	4		us—and	2
volunteers	4		joint-heir	2
refugee	4		supernal	2
Dieke	4		flight	2
feed	4		blot	2
enabling	4		define	2
Change	4		musician	2
probably	4		refinement	2
hypocrite	4		disqualify	2
re	4		grandeur	2
onto	4		frequent	2
degree	4		countenance	2
Russian	4		is.	2
patterns	4		14-year-old	2
Lot	4		usher	2
Bishopric	4		priceless	2
Brailsford	4		core	2
breeding	4		better.	2
Manila	4		enlightenment	2
soap	4		realization	2
books	3		growing-up	2
work.	3		track	2
extremely	3		paramount	2
hasten	3		kitchen	2
anxious	3		bedroom	2
bore	3		pick	2
Back	3		guess	2
wanting	3		whereon	2
bigger	3		neglect	2
grudges	3		good.	2
cared	3		intensive	2
actually	3		convenience	2
actively	3		steal	2
insignificant	3		shield	2
unimaginable	3		enlist	2
murmur	3		Vietnam	2
instructions	3		soldier	2
hopeless	3		gruelling	2
emerge	3		cruel	2
failures	3		gear	2
rehearsing	3		motion	2
designed	3		jungle	2
earnestly	3		shot	2
applying	3		sweat	2
heads	3		dislike	2
sheep.	3		equip	2
cultures	3		battlefield	2
timeless	3		yourselves	2
abandoned	3		properly	2
immortal	3		Nevada	2
poured	3		helpful	2
truth.	3		classroom	2
wealth	3		home.	2
honesty	3		explore	2
integrity	3		evaluate	2
pride	3		library	2
earliest	3		zoom	2
pressures	3		literally	2
hall	3		unleash	2
rushed	3		persistently	2
immune	3		modern-day	2
harder	3		tutor	2
intentional	3		Andrews	2
discussions	3		convey	2
Certainly	3		photo	2
complicated	3		vast	2
military	3		breathe	2
heat	3		dew	2
drop	3		path.	2
slightest	3		squarely	2
movement	3		scientific	2
consequences	3		sample	2
surrounding	3		diet	2
dropped	3		buildup	2
reflected	3		fatty	2
glory.	3		deposit	2
nurture	3		was.	2
isn	3		conclusion	2
Christmas	3		connect	2
milk	3		brick	2
Davis	3		thyself.	2
exceptional	3		knit	2
College	3		nod	2
Hammond	3		kid	2
deepen	3		mad	2
extends	3		need.	2
foremost	3		neighborhood	2
Its	3		advice	2
text	3		ridicule	2
home-centered	3		tone	2
Church-supported	3		societal	2
excited	3		distinction	2
life-changing	3		neighbourhood	2
permeate	3		dismay	2
parable	3		mistreat	2
ten	3		prejudice	2
acquired	3		forcibly	2
compare	3		mace	2
soil	3		liberally	2
thorns	3		merchant	2
conditions	3		liberal	2
Several	3		harsh	2
St.	3		lifesaving	2
Upon	3		debt	2
videos	3		lens	2
totally	3		testify—and	2
absolute	3		Redeemer—in	2
achieved	3		adventure	2
discussion	3		emergency	2
rests	3		vehicle	2
purified	3		loud	2
pressure	3		Paris	2
groups	3		cream	2
sleep	3		wafer	2
design	3		crush	2
research	3		uncaring	2
staff	3		Chartres	2
researcher	3		depict	2
reported	3		dusty	2
unlikely	3		Jericho	2
repeated	3		beset	2
unhealthy	3		wine	2
lifestyle	3		wildfire	2
Give	3		drought	2
affection	3		clarity	2
Ultimately	3		liberate	2
affects	3		selflessness	2
ought	3		translate	2
gentleness	3		entreat	2
student	3		space	2
bullying	3		visitor	2
concept	3		unrealistic	2
Clearly	3		traveler	2
hating	3		a.m.	2
faiths	3		insistent	2
majority	3		rejoicing	2
expects	3		diverse	2
race	3		Harker	2
heartbroken	3		legacy	2
violence	3		link	2
winter	3		descendant	2
driven	3		unmarry	2
Missouri	3		1992	2
desperate	3		devout	2
plight	3		pity	2
River	3		wing	2
tents	3		also.	2
stretched	3		gratefully	2
blew	3		lady	2
Seeing	3		ceremony	2
assisting	3		portray	2
refugees	3		Hal	2
nourishment	3		disappear	2
warmth	3		father-in-law	2
relatively	3		idyllic	2
caregiver	3		defile	2
animals	3		unholy	2
watchcare	3		temples.	2
Shepherd	3		optimism	2
shepherd	3		resist	2
England	3		Yes.	2
France	3		usual	2
eat	3		Marion	2
patriarch	3		revelator	2
Gerrit	3		Harris	2
ice	3		Bennion	2
cones	3		Ulisses	2
pieces	3		Soares	2
cathedral	3		gay	2
stained-glass	3		Terence	2
Though	3		Vinson	2
puts	3		sean	2
accounts	3		Dunn	2
symbol	3		Gilbert	2
Gong	3		Alfred	2
reverently	3		Kyungu	2
converts	3		Revillo	2
busy	3		Vaiangina	2
welcoming	3		Sikahema	2
perfection	3		v.	2
perfectionism	3		Johnson	2
likes	3		Palmer	2
chances	3		steven	2
anchored	3		cannon	2
Max	3		Castro	2
tongue	3		Groll	2
1998	3		brian	2
Latin	3		jean	2
Faithful	3		dong	2
pioneer	3		Frederick	2
widowed	3		Gaëtan	2
Waiting	3		Kelounou	2
mount	3		José	2
inner	3		O.	2
speakers	3		Torres	2
memory	3		entity	2
Holiness	3		approve	2
Spencer	3		reasonable	2
visible	3		asset	2
drove	3		sacramental	2
main	3		discourse	2
education	3		stagger	2
warning	3		Laman	2
unclean	3		prophetically	2
matchless	3		rumor	2
accepting	3		Fortunately	2
lasting	3		external	2
enables	3		internal	2
late	3		publicly	2
ours	3		toss	2
contact	3		unsettle	2
Acting	3		righteousness.	2
signify	3		hast	2
Quentin	3		absent	2
Cook	3		parallel	2
Neil	3		movie	2
Andersen	3		purity	2
Ronald	3		dance	2
Gary	3		careful	2
Renlund	3		guilty	2
Contrary	3		immoral	2
uplifted	3		cruelty	2
expressing	3		accumulate	2
excellent	3		comment	2
Joy	3		Pobrecito	2
presently	3		typically	2
constituted	3		privately	2
Daniel	3		temporally	2
Juan	3		alms	2
accordance	3		silver	2
Auditing	3		intrigue	2
professionals	3		inability	2
independent	3		appointment	2
avoiding	3		Whitworth	2
Prior	3		beforehand	2
betrayal	3		athlete	2
reassuring	3		acquaint	2
hundreds	3		tonight	2
obvious	3		feeble	2
thousand	3		honourable	2
economic	3		day-to-day	2
abundantly	3		1849	2
dearly	3		goat	2
trouble	3		unconcerned	2
connection	3		Feb.	2
listed	3		genesis	2
virtues	3		Apr	2
absence	3		African	2
rule	3		Rwanda	2
cheerful	3		Remarkably	2
sexual	3		rwandan	2
form	3		passenger	2
dominion	3		Kigali	2
utterly	3		wouldn	2
phenomenon	3		dichotomy	2
Equally	3		weekly	2
instances	3		monetary	2
maintain	3		chore	2
griefs	3		candy	2
finish	3		inequality	2
possibilities	3		forgo	2
unequivocal	3		yield	2
grandparents	3		intelligence	2
Preach	3		pair	2
Missionary	3		perception	2
lame	3		inexplicable	2
fastening	3		alleviate	2
expecting	3		God-given	2
bones	3		remedy	2
intently	3		fair	2
miraculously	3		graven	2
Heather	3		console	2
career	3		attorney	2
drift	3		ending	2
dealing	3		punishment	2
About	3		adultery	2
wilt	3		withdraw	2
ensure	3		episode	2
Hence	3		clarify	2
2015	3		minimize	2
variety	3		afterward	2
Mosiah	3		warfare	2
struck	3		insomuch	2
lamented	3		celebration	2
sound	3		Nsondi	2
bicycle	3		34	2
eating	3		goodbye	2
diligence	3		ray	2
diligent	3		formation	2
unfairly	3		relevant	2
infuriating	3		sanctity	2
endured	3		shun	2
treating	3		sins.	2
infant	3		unanticipate	2
palms	3		grandson	2
walls	3		incredible	2
eternities	3		eternity.	2
developing	3		eagerly	2
anxiously	3		compensate	2
accused	3		prosperous	2
accusers	3		multiply	2
charged	3		replenish	2
vulnerable	3		revelatory	2
acquaintance	3		Laing	2
push	3		southern	2
drawn	3		2011	2
hardened	3		unmistakable	2
harden	3		Brielle	2
bitter	3		Mia	2
persevere	3		understanding.	2
rewarded	3		shower	2
unexpectedly	3		intention	2
doctor	3		excitement	2
generously	3		craftiness	2
embraced	3		modest	2
cease	3		cousin	2
mothers	3		delicious	2
stark	3		discernible	2
emotion	3		chase	2
guilt	3		pray.	2
repented	3		reaction	2
allowing	3		whereas	2
pregnancy	3		8:12	2
labor	3		Kasai	2
marry	3		region	2
remains	3		warrior	2
private	3		militia	2
summer	3		militiaman	2
happily	3		adhere	2
risk	3		Ezra	2
breath	3		Taft	2
September	3		Benson	2
Mutombo	3		July	2
Mission	3		1989	2
Grove	3		antidote	2
Ephesians	3		labour	2
arise	3		lowly	2
senior	3		Nearly	2
enlighten	3		supper	2
6:00	3		foster	2
lovingly	3		nonetheless	2
anointed	3		day.13	2
wash	3		attain	2
Understanding	3		tendency	2
shines	3		disregard	2
2017	3		notion	2
forces	3		dean	2
Kananga	3		mentor	2
killed	3		lives.5	2
garden	3		appropriately	2
courageously	3		ward.	2
ascended	3		lifelong	2
laden	3		san	2
light.	3		Francisco	2
tribulation	3		locate	2
2,000	3		employment	2
isolation	3		Sadly	2
awake	3		extreme	2
experiencing	3		battalion	2
comforting	3		transcendent	2
national	3		absolutely	2
expectation	3		forty-one	2
yearning	3		permanent	2
Jesus.	3		tough	2
Gospel.	3		humanity	2
gracious	3		Tragically	2
trespasses	3		imaginable	2
Fifth	3		forgetfulness	2
claim	3		target	2
Shall	3		Similarly	2
falter	3		awaken	2
supporting	3		persuade	2
unusual	3		envision	2
bishoprics	3		immensely	2
duties	3		intentionally	2
shepherds	3		settle	2
interesting	3		notwithstanding	2
presiding	3		stadium	2
coordinates	3		fan	2
council	3		opponent	2
Youth	3		decisive	2
structure	3		shortly	2
practical	3		errand	2
Tongan	3		fervent	2
immigrant	3		tearful	2
funeral	3		fearful	2
35	3		handle	2
speaker	3		astonishment	2
maximum	3		Come.	2
urgent	3		boisterous	2
delegated	3		fthyself	2
requested	3		ashamed	2
description	3		self-center	2
sublime	3		momentous	2
wide	3		Jan.	2
nearby	3		reassurance	2
West	3		contest	2
dangerous	3		educator	2
According	3		ever-increase	2
patriarchal	3		dine	2
either	3		precision	2
clean	3		grab	2
rested	3		suspend	2
entirely	3		87-year-old	2
taste	3		authorization	2
giant	3		abundance	2
Nephite	3		warning	2
Messiah	3		slowly	2
Abinadi	3		Him.	2
ed	3		outline	2
circles	3		sheddeth	2
imagining	3		11:22	2
destroy	3		numerous	2
tool	3		incorruptible	2
uniting	3		deficiency	2
underestimate	3		proceed	2
32	3		3:16	2
hearken	3		10:32–33	2
football	3		14:9	2
questioned	3		life.5	2
ball	3		7:11	2
massive	3		summarize	2
carry	3		virtual	2
Maybe	3		job	2
trusted	3		fresh	2
pivotal	3		collectively	2
departed	3		moved.	2
possessed	3		restrict	2
confirmed	3		manifest.	2
representatives	3		retain	2
chief	3		themselves.	2
Fear	3		restriction	2
Which	3		decrease	2
prideful	3		hello	2
broadcasts.ChurchofJesusChrist.org	3		cancel	2
deepest	3		confine	2
assignments	3		accelerate	2
convert	3		pierce	2
statue	3		normally	2
elderly	3		instill	2
tiny	3		covenant-keep	2
exclusively	3		immeasurable	2
prayerfully	3		smite	2
conferred	3		stripe	2
Saturday	3		conquer	2
pillar	3		times.3	2
literal	3		tremble	2
mortals	3		graciously	2
Final	3		capable	2
patient	3		Additionally	2
sinless	3		reconcile	2
marvel	3		demonstration	2
assures	3		mind.	2
affirm	3		wholly	2
Hebrews	3		despise	2
Under	3		Son.	2
male	3		moreover	2
female	3		wrap	2
hardship	3		linen	2
degrees	3		Nicodemus	2
heaven.	3		spice	2
urge	3		reunite	2
Soon	3		component	2
immerse	3		eventual	2
bruised	3		admonish	2
introduced	3		believing.	2
realizing	3		laughter	2
Furthermore	3		farm	2
presence.	3		wrestle	2
bondage	3		sleepless	2
rejected	3		extinguish	2
Brazil	3		sand	2
hoped	3		count	2
bands	3		win	2
losing	3		spot	2
anoint	3		tenderly	2
wept	3		pat	2
grasp	3		previous	2
Don	3		then-old	2
alive	3		inadequacy	2
progressing	3		sake	2
Thanks	3		sob	2
humankind	3		globe	2
sorrowing	3		claime	2
sincerity	3		Thabethe	2
Blessed	3		ing	2
worldly	3		childhood	2
joy.	3		waterfall	2
unspeakable	3		rekindle	2
twelve	3		salmon	2
Mum	3		exact	2
instantly	3		pathway	2
Hamilton	3		datum	2
guided	3		treasure	2
whisperings	3		receiver	2
blesses	3		civil	2
letter	3		Teles	2
Interestingly	3		Grilo	2
it.	3		resilient	2
Mother	3		Mabuhay	2
ambition	3		all-encompass	2
Hasler	3		selfish	2
stream	3		broaden	2
fish	3		1:10	2
smells	3		fray	2
applied	3		vividly	2
Make	3		park	2
solely	3		Taniela	2
Helaman	3		resonate	2
drag	3		1:27	2
Pray	3		vessel	2
giver	3		package	2
native	3		5:17	2
loveth	3		thanke	2
suffereth	3		perilous	2
rocks	3		embolden	2
performing	3		combine	2
shares	3		prevail.	2
Likewise	3		shaft	2
video	3		wo	2
Fiji	3		shake	2
anticipated	3		risen.	2
hide	3		intellectual	2
foolish	3		writer	2
establish	3		newspaper	2
gates	3		hollow	2
maybe	3		passage	2
celebrate	3		capture	2
necessarily	3		elaborate	2
priority	3		plainness	2
fasted	3		crucify	2
easier	3		slumber	2
Sure	3		contentious	2
conviction	3		conduit	2
delighteth	3		life—every	2
sinner	3		significance—begins	2
Thankfully	3		exception	2
slow	3		discrepancy	2
trusting	3		doubter	2
unbelief	3		asketh	2
flaw	3		knocketh	2
seeketh	3		opened.	2
Tahiti	3		assertion	2
yesterday	3		Hyrum	2
tomorrow	3		popular	2
unparalleled	3		Samoa	2
constitution	3		beautify	2
Supreme	3		37	2
Court	3		80	2
public	3		western	2
freedom	3		minimum	2
accountable	3		document	2
contrary	3		Reuben	2
amendments	3		assume	2
legislative	3		attribute	2
guarantees	3		intervene	2
Rights	3		federal	2
host	3		Significantly	2
Amendment	3		convention	2
speech	3		criminal	2
proper	3		block	2
intended	3		corrupt	2
subjects	3		undermine	2
diminished	3		applicable	2
candidates	3		moderate	2
officials	3		communication	2
lofty	3		platform	2
uphold	3		satisfy	2
candidate	3		election	2
preferences	3		refrain	2
deaf	3		assert	2
preached	3		culminate	2
Hear	3		commandeth	2
decreed	3		affirmation	2
reverse	3		calm	2
Does	3		comparison	2
merit	3		Initially	2
worry	3		originate	2
responding	3		upstate	2
surround	3		defy	2
search	3		other—This	2
backward	3		thick	2
personage	3		invest	2
tend	3		Thy	2
sunshine	3		Amulek	2
Life	3		fix	2
setbacks	3		resolution	2
pull	3		intervention	2
ranger	3		appeal	2
scale	3		heaven-send	2
station	3		beareth	2
traveling	3		dawn	2
refused	3		cave	2
snow	3		55	2
quote	3		chamber	2
reply	3		rappel	2
unforced	3		rope	2
pursuing	3		inch	2
J	3		plunge	2
More	3		relative	2
proceeds	3		descent	2
commandments.	3		electric	2
insisted	3		abyss	2
influenced	3		engulf	2
wholeheartedly	3		emanate	2
parts	3		prompt	2
receives	3		intensify	2
remembrance	3		godhead	2
highest	3		quick	2
theirs	3		revelation.	2
beheld	3		milo	2
Truth	3		Dyches	2
moving	3		forest	2
unforgettable	3		entrust	2
Taylor	3		saddle	2
preaching	3		log	2
emphasize	3		temperature	2
broader	3		fierce	2
exist	3		lighten	2
multitude	3		swing	2
frequently	3		lower	2
administering	3		lean	2
emphasizes	3		defeat	2
varied	3		marvellous	2
wander	3		regret	2
imprisoned	3		sport	2
helm	3		analogy	2
waves	3		player	2
foundational	3		errors.	2
Temples	3		quite	2
Cape	3		crossing	2
Colombia	3		successfully	2
delighted	3		keenly	2
largely	3		wholesome	2
Imagine	3		achievement	2
implement	3		inward	2
sell	3		deity	2
precisely	3		inform	2
compromise	3		reporter	2
effectively	3		microfilm	2
issue	3		tribe	2
knee	3		underway	2
exclaimed	3		wrath	2
soccer	3		whereby	2
thrilled	3		Isaac	2
distracted	3		scatter	2
round	3		hark	2
hither	3		enthusiasm	2
bow	3		ev	2
advance	3		ry	2
repentant	3		spring	2
completed	3		o	2
Capernaum	3		er	2
sensed	3		not.	2
problem	3		calamity	2
ease	3		1837	2
Unlike	3		pacific	2
profoundly	3		more.	2
volunteered	3		Argentina	2
merits	3		fly	2
unconditional	3		solace	2
smallest	3		engrave	2
attempt	3		proclaim	2
stick	3		foretell	2
headed	3		done.	2
formula	3		gentleman	2
intercept	3		derive	2
slopes	3		verily	2
lower	3		authorize	2
focusing	3		reverence	2
Regardless	3		date	2
Lopez	3		groom	2
perfected	3		workways	2
participation	3		wheel	2
contemplated	3		steer	2
disappointments	3		denote	2
difficulty	3		immovable	2
spirituality	3		cheerfully	2
unselfish	3		revealed.	2
tradition	3		ensue	2
hungry	3		reopen	2
Helping	3		cautious	2
projects	3		regulation	2
disasters	3		schedule	2
tithing	3		meanwhile	2
Davies	3		construct	2
Kevin	3		Singapore	2
Vision	3		Wyoming	2
delivered	3		Idaho	2
statements	3		truth.2	2
persistence	3		invoke	2
lunch	3		Obviously	2
studying	3		unreserved	2
directing	3		in.	2
stages	3		permission	2
thereof	3		cost	2
impression	3		Saul	2
Five	3		heart.	2
tools	3		spirit.	2
outpouring	3		stun	2
observation	3		-ites	2
factors	3		embed	2
precedes	3		sentence	2
lessen	3		reservation	2
desert	3		universe	2
remaining	3		star	2
Elisha	3		chair	2
Consequently	3		delay	2
lovers	3		five-year-old	2
Lazarus	3		proportion	2
happening﻿—in	3		15-year-old	2
imagined	3		Peyton	2
broke	3		contrition	2
elements	3		wipe	2
align	3		hair	2
Handbook	3		unjustly	2
beautifully	3		courtesy	2
roof	3		false	2
weather	3		interact	2
bulb	3		sanctification	2
threw	3		intertwine	2
Wilson	3		mandate	2
Ukraine	3		everyday	2
shore	3		Nain	2
referring	3		sinful	2
Lovest	3		cleft	2
reaching	3		series	2
centers	3		assistance	2
statistics	3		wear	2
Europe	3		exemplifie	2
shopkeeper	3		sensitive	2
diagnosed	3		sensitivity	2
Nielson	3		beam	2
submit	3		deceptive	2
5,000	3		fixate	2
leftovers	3		doeth	2
Goliath	3		hesitate	2
tank	3		institution	2
month	3		inevitably	2
incremental	3		Ammonihah	2
8:11	3		tiding	2
Forgiveness	3		rob	2
Sacrifice	3		rationalization	2
produce	3		believer	2
Liberia	3		athletic	2
George	3		multiple	2
participants	3		academic	2
Small	3		japan	2
quest	3		panic	2
destruction	3		incline	2
unified	3		poverty	2
contend	3		constraint	2
angry	3		BYU–Pathway	2
disagree	3		Peru	2
Finnish	3		Godoy	2
eastern	3		process.	2
thereby	3		trap	2
Agency	3		thrive	2
reinforce	3		Christensen	2
canst	3		confident	2
goods	3		inquire	2
Canfields	3		inquiry	2
seconds	3		denomination	2
happening—or	3		shirt	2
attached	3		Messerly	2
Filipino	3		kindly	2
hood	3		memorize	2
Focusing	3		anyway	2
discipline	3		synagogue	2
sinking	3		persuasive	2
negotiable.	3		individualism	2
Pifao	3		briefly	2
affairs	2		cooperative	2
dramatically	2		prevalent	2
huge	2		renowned	2
seat	2		distribute	2
dig	2		authoritative	2
roots	2		Timothy	2
Welcome	2		Pedro	2
birthday	2		Fernández	2
forced	2		1823	2
flee	2		initiate	2
amid	2		evident	2
chaos	2		recovery	2
shame	2		OK	2
bitterness	2		newly	2
hatred	2		eager	2
transcended	2		Gradually	2
politics	2		redemptive	2
us—and	2		binding	2
guiding	2		name.	2
joint-heirs	2		whatsoever	2
supernal	2		Laban	2
kings	2		expound	2
flight	2		competition	2
stumble	2		tower	2
define	2		interpretation	2
refinement	2		unanswered	2
disqualify	2		dutiful	2
grandeur	2		4:15–16	2
frequent	2		prosper	2
bruises	2		Gratefully	2
committing	2		educate	2
repenting	2		Syria	2
countenance	2		bid	2
is.	2		proclamation	2
Land	2		thirst	2
circumstance	2		Lamanite	2
hundred	2		Galilee	2
14-year-old	2		foolishness	2
wishes	2		wick	2
priceless	2		jimmy	2
core	2		nurse	2
inspires	2		harshly	2
better.	2		swell	2
enlightenment	2		update	2
Suppose	2		complexity	2
doubting	2		light.7	2
realization	2		Denmark	2
growing-up	2		Mariann	2
paramount	2		corner	2
encounter	2		Cúcuta	2
refers	2		meal	2
reminder	2		orphan	2
tensions	2		Verde	2
combat	2		lovest	2
evils	2		rare	2
kitchen	2		disagreement	2
reviewing	2		putt	2
cry	2		us.14	2
bedroom	2		starve	2
guess	2		height	2
accountability	2		outreach	2
await	2		1,500	2
testifying	2		crisis	2
whereon	2		quarantine	2
Choose	2		Spain	2
Fall	2		Ramstein	2
good.	2		Afghan	2
recognizing	2		Djadjou	2
intensive	2		kit	2
Caring	2		district	2
convenience	2		survey	2
pressured	2		Catholic	2
